GameID;Players;TotalMoves;GameState
1234567;2;123;"{""C"":{""R"":[41,11,37,6],""RA"":[{""E"":5,""X"":4}],""RB"":[{""E"":5,""R"":3},{""E"":5,""X"":1,""R"":4}],""K"":[{""E"":5,""R"":3},{""E"":5,""R"":3},{""E"":5,""X"":5}],""E"":[{""E"":5,""X"":3,""R"":1},{""E"":5,""X"":4,""R"":1}],""PO"":[{""E"":5,""X"":4,""R"":1}],""MG"":[],""MS"":[],""MP"":[{""E"":5,""X"":5},{""E"":5,""X"":1,""R"":4},{""E"":5,""X"":1,""R"":1}],""MC"":[{""E"":5,""X"":6,""R"":1},{""E"":5,""X"":3},{""E"":5,""X"":4,""R"":4}],""Cy"":[{""M"":[],""B"":0,""E"":[1,0],""A"":8},{""N"":1,""M"":[],""B"":0,""E"":[0,1],""A"":14,""M"":{""E"":5,""X"":3}},{""N"":2,""M"":[1],""B"":0,""E"":[1],""A"":20},{""N"":3,""M"":[],""B"":9,""E"":[],""A"":3},{""N"":4,""M"":[],""B"":7,""E"":[],""A"":19},{""N"":5,""M"":[],""B"":0,""E"":[1],""A"":1},{""N"":6,""M"":[],""B"":4,""E"":[],""A"":21},{""N"":7,""M"":[],""E"":[],""A"":28},{""N"":8,""M"":[],""E"":[],""A"":2},{""N"":9,""M"":[],""E"":[]},{""N"":10,""M"":[],""E"":[1,0]},{""N"":11,""M"":[],""E"":[]},{""N"":12,""M"":[],""E"":[]},{""N"":13,""M"":[],""E"":[]},{""N"":14,""M"":[],""E"":[]},{""N"":15,""M"":[],""E"":[]},{""N"":16,""M"":[],""E"":[]},{""N"":17,""M"":[],""E"":[]},{""N"":18,""M"":[],""E"":[]},{""N"":19,""M"":[],""E"":[]},{""N"":20,""M"":[],""E"":[]},{""N"":21,""M"":[],""B"":4,""E"":[1,0]},{""N"":22,""M"":[],""B"":0,""E"":[1]},{""N"":23,""M"":[],""B"":5,""E"":[]},{""N"":24,""M"":[],""B"":1,""E"":[1,0]},{""N"":25,""M"":[0],""B"":3,""E"":[0]},{""N"":26,""M"":[],""B"":2,""E"":[1]}],""P"":[{""Ch"":3,""Fe"":9,""Pt"":53,""UI"":0,""M"":[],""PO"":[32],""PC"":[5,38,14,26,10],""P"":1,""V"":1},{""Ch"":6,""Fe"":7,""Pt"":80,""UI"":1,""M"":[],""PO"":[39],""PC"":[0,9,30,25,22],""V"":1}]},""I"":{""R"":[],""R"":[29,23,31,40,18,7,16,42,24],""S"":1,""E"":1,""F"":[],""Ch"":[5]},""P"":[{""E"":[6,1]},{""E"":[4,12]}],""S"":20}"
